uniref90_cluster	length	percent_identity_to_query
UniRef90_UPI00396C948B	461	39.1
UniRef90_A0A1S3G4D2	473	40.7
UniRef90_A0A2K5X9F6	473	40.2
UniRef90_K7C2Z9	473	40.2
UniRef90_A0A8C8ZM11	473	40.0
UniRef90_A0A553QAB6	463	41.8
UniRef90_A0A9Q0ILC0	521	43.8
UniRef90_UPI002456F488	466	42.8
UniRef90_L5KWE3	435	42.6
UniRef90_A0ABM3XSB5	469	41.0
UniRef90_A0A3Q3QVA8	459	39.8
UniRef90_UPI000EA8681F	426	43.1
UniRef90_A0A1S3G6A9	449	41.2
UniRef90_A0A091URD5	405	42.9
UniRef90_A0A7K7UX19	439	42.6
UniRef90_A0A1U7T5F5	473	40.7
UniRef90_A0A670I5Q5	473	42.1
UniRef90_UPI0023EC5266	441	41.6
UniRef90_A0AA88NZ12	441	41.2
UniRef90_A0A7L0KJC6	443	44.0
UniRef90_UPI0038321158	477	39.9
UniRef90_A0ACB8EIM9	413	44.4
UniRef90_A0A3B3T4E6	482	41.9
UniRef90_A0A7L1JQB2	437	42.6
UniRef90_UPI00259274E4	450	41.8
UniRef90_UPI000012CFC8	473	40.0
UniRef90_Q12891	473	40.0
UniRef90_UPI00232A5617	440	43.1
UniRef90_A0A3Q0RWL3	474	41.0
UniRef90_A0AAD7S2U2	453	41.5
UniRef90_UPI002B1DBE31	466	42.3
UniRef90_A0A401T0K6	489	39.7
UniRef90_UPI002A6ACEAA	434	42.6
UniRef90_A0A8C0BTI5	482	43.6
UniRef90_A0A673NP05	483	41.2
UniRef90_A0A671FXK6	450	42.8
UniRef90_A0A3Q3A933	465	40.1
UniRef90_A0A6J2PQD4	456	42.9
UniRef90_A0A3Q3E3X3	423	44.8
UniRef90_A0A3B3Y5L2	469	42.8
UniRef90_A0A6P6K8F6	469	39.9
UniRef90_A0A6P6NHE5	481	41.3
UniRef90_A0A8D0ASE3	472	41.2
UniRef90_A0A4W5RMN1	430	42.8
UniRef90_A0A3Q2PW95	476	42.8
UniRef90_F6Y407	478	42.3
UniRef90_A0AAY4E430	479	41.9
UniRef90_UPI003CC95931	460	41.1
UniRef90_UPI003BF9CCE6	483	41.4
UniRef90_G1R5P7	473	40.0
UniRef90_UPI001447FA26	441	42.0
UniRef90_A0AAV1EPF9	441	43.0
UniRef90_UPI0035595192	564	41.4
UniRef90_UPI0036DF840B	482	41.0
UniRef90_A0A8T3CXH1	404	39.8
UniRef90_UPI0035B38B36	438	41.7
UniRef90_A0A8D2QPQ2	472	43.2
UniRef90_A0A6J2CIW3	472	39.0
UniRef90_A0ACM7HH51	472	39.0
UniRef90_A0A7K4S024	439	42.6
UniRef90_UPI003CCAA43F	497	38.7
UniRef90_UPI003CCA34DF	497	41.5
UniRef90_A0A8T0B6T0	498	40.5
UniRef90_A0A401PPR5	467	40.4
UniRef90_UPI003B2805BB	490	40.7
UniRef90_UPI00296B3898	469	40.0
UniRef90_A0A7N5K580	471	38.4
UniRef90_A0A3Q3QVB6	460	41.1
UniRef90_UPI00234DFE56	449	43.2
UniRef90_A0A3B3ZM29	416	42.8
UniRef90_A0A7L0EN29	439	41.6
UniRef90_A0A852K8R0	440	42.4
UniRef90_A0A8J4KBP1	440	42.8
UniRef90_A0A7L3ZSW9	440	42.8
UniRef90_G1SNI8	475	40.7
UniRef90_UPI0037E7749C	453	41.3
UniRef90_A0A8D0ENE9	453	42.9
UniRef90_UPI0035ADE76A	476	42.0
UniRef90_A0ACM8KYD0	477	39.8
UniRef90_A0A663F9N7	435	42.2
UniRef90_A0A6J0ABE2	450	41.9
UniRef90_A0A1A8AEN0	475	39.0
UniRef90_UPI00223E00CB	489	39.7
UniRef90_A0A672GM46	480	42.9
UniRef90_G1MRN3	436	42.4
UniRef90_UPI003CCFBCCB	471	40.6
UniRef90_A0A0M5I1H0	461	42.3
UniRef90_A0A3Q3IIS4	441	43.2
UniRef90_A0A852J9A5	441	41.5
UniRef90_UPI001AADFFD1	477	42.5
UniRef90_A0A7L1X052	443	42.4
UniRef90_UPI0004A2FF46	489	41.8
UniRef90_A0A8B7AQH9	573	42.9
UniRef90_A0A5N5PWJ1	458	42.3
UniRef90_A0A9B0U758	436	42.9
UniRef90_A0A7K9CXW9	436	42.7
UniRef90_F7G4T3	482	40.8
UniRef90_A0A3B3ZCE4	448	42.5
UniRef90_A0A3B3Y6D3	449	42.8
UniRef90_UPI003CC995AE	451	42.2
UniRef90_A0A8C3S162	429	44.4
UniRef90_UPI003F587961	458	40.7
UniRef90_A0A7L0VWM7	436	40.7
UniRef90_A0A3B3ZCS6	459	43.2
UniRef90_UPI001ABE9F54	438	40.3
UniRef90_A0A2I0LSM4	473	42.3
UniRef90_UPI0021E293C0	476	42.6
UniRef90_UPI0015A65039	432	42.9
UniRef90_UPI0025A58C82	434	42.2
UniRef90_A0A8C9VDM5	471	42.4
UniRef90_A0A553RHE3	542	40.6
UniRef90_G3WBT7	484	41.1
UniRef90_A0ACM8KYC7	439	42.5
UniRef90_A0ABC9VRE2	424	47.7
UniRef90_A0AAE0Q2G7	469	39.9
UniRef90_UPI002A5ACE15	438	40.1
UniRef90_UPI0011CFDE52	472	43.1
UniRef90_A0A7N5P1Z0	472	39.0
UniRef90_A0A835TVR2	567	44.6
UniRef90_UPI002FD7B55B	439	37.9
UniRef90_A0A3Q2ZFL7	474	40.5
UniRef90_A0ABQ0EU91	477	41.7
UniRef90_A0A3B3ZLE2	479	42.9
UniRef90_A0A1S3A092	435	41.9
UniRef90_A0A3B5M8S9	470	38.6
UniRef90_A0A3B5MFP6	448	40.7
UniRef90_A0A850WE36	437	42.0
UniRef90_A0A3B3U2D1	460	41.3
UniRef90_A0A8D0ANB0	518	42.3
UniRef90_A0A9F5IXA1	439	37.7
UniRef90_UPI004055C8E5	533	40.6
UniRef90_A0AA88MDG8	452	40.0
UniRef90_UPI0028C3EAA2	498	40.2
UniRef90_A0A6P8UDK8	432	42.4
UniRef90_UPI003463CCA3	455	42.4
UniRef90_UPI000B3DC7CB	438	42.4
UniRef90_A0ACI8UE40	472	40.0
UniRef90_A0A7K7BGV0	394	43.2
UniRef90_UPI00188F070E	450	42.4
UniRef90_A0A8C5LB57	462	42.1
UniRef90_UPI003CC97331	619	43.2
UniRef90_A0A7L4MVZ0	474	42.7
UniRef90_A0A7L2UDG0	440	41.8
UniRef90_UPI003B288A9A	524	42.0
UniRef90_UPI003CC9E2D2	456	42.5
UniRef90_A6IE90	481	42.4
UniRef90_A0A452SWL9	472	38.8
UniRef90_UPI003CC9808C	484	41.4
UniRef90_A0A7L0GTE9	439	41.5
UniRef90_UPI003F4E8307	509	41.5
UniRef90_A0A7K9CM46	441	42.1
UniRef90_A0A6P3ET41	442	42.2
UniRef90_A0A8X8BX35	454	42.3
UniRef90_A0A7K4YR30	443	42.5
UniRef90_A0A3N0XYW0	455	40.8
UniRef90_A0A8B9B8Z8	434	43.1
UniRef90_UPI0024C2BB0F	470	38.8
UniRef90_UPI003D68E1E3	517	39.8
UniRef90_Q9D4E9	494	40.9
UniRef90_A0A8I3P9L7	472	38.3
UniRef90_A0A8U0MZ78	472	38.5
UniRef90_A0A2Y9J092	472	38.7
UniRef90_UPI0003F06238	473	40.6
UniRef90_A0A8C6VM84	440	40.6
UniRef90_UPI002222780C	455	42.2
UniRef90_UPI003F66FABC	479	41.3
UniRef90_A0A3B5QP85	457	43.3
UniRef90_UPI00255CCDAB	435	43.0
UniRef90_Q12794	435	41.8
UniRef90_UPI00298D5E2C	493	39.4
UniRef90_A0A3Q3IRX4	425	42.8
UniRef90_A0A3P9NVN8	494	42.8
UniRef90_A0A8C7A9B5	471	38.5
UniRef90_I3MR43	449	42.6
UniRef90_UPI001BC9990C	472	38.3
UniRef90_UPI002797B2DF	472	38.5
UniRef90_A0A811Z769	472	38.3
UniRef90_A0A3Q7RD20	472	38.3
UniRef90_UPI00351E6B21	450	41.2
UniRef90_UPI001899459F	474	40.3
UniRef90_UPI003F4C1B8D	464	40.5
UniRef90_A0A7M4F8H4	442	42.0
UniRef90_UPI00051EE5F6	457	43.8
UniRef90_UPI0038318871	436	40.0
UniRef90_A0A3P9MVV8	498	41.6
UniRef90_A0A8J6ENP4	476	41.6
UniRef90_A0A8T3D6K9	511	45.8
UniRef90_A0A8C0FB27	488	45.0
UniRef90_UPI003F6C0A3A	443	40.4
UniRef90_A0A8C4QUK5	493	40.1
UniRef90_A0A3Q3JMV0	448	42.3
UniRef90_UPI0027148DCE	473	39.7
UniRef90_A0A8C9J157	473	39.7
UniRef90_A0A667GQ25	474	39.7
UniRef90_UPI002F3500E9	463	40.1
UniRef90_A0AAY4ASX3	453	42.5
UniRef90_UPI0034644FD8	431	41.9
UniRef90_A0A8J6DXT4	488	41.4
UniRef90_UPI002349E73E	444	41.2
UniRef90_F7D6E9	479	41.1
UniRef90_A0A3B1JIY0	458	42.1
UniRef90_A0A2G9RMH1	437	40.9
UniRef90_A0ACF8EV24	460	41.9
UniRef90_A0A096LRN2	483	40.2
UniRef90_H0VTK0	449	42.9
UniRef90_A0A3Q0RPN1	452	41.4
UniRef90_UPI0037E836C1	446	40.7
UniRef90_A0A6G0IZA7	493	39.6
UniRef90_A0A8C9KW30	448	43.8
UniRef90_A0A7L2GIB3	438	41.0
UniRef90_UPI0021105477	473	41.6
UniRef90_A0A9B0U7A4	473	40.4
UniRef90_A0A3B5R6N5	462	42.2
UniRef90_A0A8D2LFY1	487	45.0
UniRef90_A0A3Q2XSE3	434	42.9
UniRef90_A0AAQ4Q6M2	435	41.2
UniRef90_F7CZ01	436	40.8
UniRef90_UPI003831A906	482	40.2
UniRef90_UPI00186ACC79	482	39.6
UniRef90_A0A3P9NU30	495	44.5
UniRef90_UPI00235065A5	438	40.0
UniRef90_UPI001E262238	473	39.4
UniRef90_UPI001C6F9949	473	39.4
UniRef90_UPI001AD6FF8F	473	39.4
UniRef90_A0A6J1XQ56	473	39.4
UniRef90_A0ABN9M3D0	490	40.5
UniRef90_A0ACC2G4F7	445	40.4
UniRef90_A0A3P9NUB0	434	41.4
UniRef90_A0A8C2VMR4	446	42.7
UniRef90_A0A851FG69	435	42.9
UniRef90_Q6RHW4	435	41.2
UniRef90_A0A553QA83	470	42.3
UniRef90_A0A2Y9FY82	450	42.2
UniRef90_A0A8V1ACC2	510	42.1
UniRef90_G3X337	442	41.6
UniRef90_UPI0040575E9E	469	41.7
UniRef90_UPI003F503AB5	435	39.6
UniRef90_A0A8C3YQY7	435	41.7
UniRef90_UPI0024560752	481	38.2
UniRef90_UPI002030D5D2	447	40.5
UniRef90_UPI00189E5D23	449	41.2
UniRef90_UPI001B34E575	449	42.2
UniRef90_A0A8C3V588	474	42.4
UniRef90_A0A3Q7RCD5	453	42.2
UniRef90_A0A9D3SCR2	599	39.9
UniRef90_UPI003714741E	514	40.5
UniRef90_A0A8C8TWU2	493	42.2
UniRef90_A0A3Q3WBT1	418	41.5
UniRef90_A0A7L3MW53	397	41.7
UniRef90_A0A5K1TZ96	476	40.8
UniRef90_V8PFK9	455	38.1
UniRef90_A0AAN9D0V6	455	41.8
UniRef90_A0A7J6AFJ4	478	40.9
UniRef90_A0ABS2Z1Y3	456	40.4
UniRef90_A0A8C9M2I5	435	41.8
UniRef90_UPI001403BFC6	481	38.7
UniRef90_A0A673JIF0	458	40.3
UniRef90_UPI003F4E739F	447	39.9
UniRef90_UPI0024C277AD	436	39.6
UniRef90_UPI000328966D	473	40.1
UniRef90_UPI000775F80F	451	37.7
UniRef90_A0A6P6K9V6	452	40.6
UniRef90_UPI0024AE7D90	476	41.1
UniRef90_A0A8C5W5U1	467	40.6
UniRef90_G3T6H5	435	42.0
UniRef90_A0A669Q0T7	413	41.8
UniRef90_UPI001FD4340A	449	41.2
UniRef90_A0A851NU83	440	39.9
UniRef90_A0AA88T242	452	40.1
UniRef90_A0A6P3QD39	475	39.7
UniRef90_Q8SQG7	476	39.7
UniRef90_UPI003CCF4624	477	42.5
UniRef90_A0A8C0HPZ5	566	42.6
UniRef90_UPI001AAC4864	437	39.8
UniRef90_UPI003F67B13E	460	41.4
UniRef90_I3KAN7	451	40.3
UniRef90_UPI002F356777	452	38.7
UniRef90_UPI00338F1352	475	38.5
UniRef90_A0A7K6WCB4	443	42.0
UniRef90_UPI00265FEC79	434	41.1
UniRef90_UPI0028701085	629	40.6
UniRef90_UPI000649D8D3	451	41.8
UniRef90_A0A671G2B3	475	40.4
UniRef90_G1LZ00	478	40.6
UniRef90_A0A8K1LM18	491	47.1
UniRef90_A0A673JHZ5	457	40.8
UniRef90_A0A3P9NVP8	446	41.0
UniRef90_UPI002E10DA04	447	41.5
UniRef90_UPI003F5D0614	506	42.1
UniRef90_UPI0018648848	449	41.6
UniRef90_A0ABM0J5G9	449	42.8
UniRef90_L5KUI9	475	39.7
UniRef90_UPI003BA2BBF3	454	40.7
UniRef90_G1NXY0	433	41.8
UniRef90_A0ACI6QL58	514	39.7
UniRef90_A0A3M0KCI0	457	46.8
UniRef90_UPI003B3B21C9	436	42.4
UniRef90_Q29RC1	449	41.1
UniRef90_UPI000942DC94	475	40.0
UniRef90_UPI002AE01514	430	41.4
UniRef90_A0AAD5FKZ7	443	40.6
UniRef90_UPI003BAA5515	455	42.1
UniRef90_A0A1S3FH40	491	41.4
UniRef90_L5LLQ6	379	43.4
UniRef90_A0ABM0R2X5	435	42.0
UniRef90_UPI0035597A5C	494	40.4
UniRef90_UPI002018CD78	483	41.1
UniRef90_A0A8C5V4S7	449	42.8
UniRef90_A0A8C5UFU0	405	42.6
UniRef90_A0A8C4XI31	462	40.6
UniRef90_A0A673HQN1	417	41.5
UniRef90_UPI002277454F	452	39.9
UniRef90_G3TYG2	475	40.2
UniRef90_A0A8C2T2T7	514	41.0
UniRef90_G1NXY9	479	39.8
UniRef90_A0A673JDN1	413	41.3
UniRef90_UPI00234CD274	459	39.4
UniRef90_UPI00188F0A09	473	39.6
UniRef90_UPI000B4EAD23	486	40.7
UniRef90_A0A3Q0SUB9	476	40.0
UniRef90_A0A9W7WTR7	457	41.6
UniRef90_UPI00237D649B	437	40.1
UniRef90_UPI003604C3F4	437	41.2
UniRef90_A0A218KGB5	449	41.6
UniRef90_UPI0003F083D1	439	41.0
UniRef90_UPI0026F1FE51	476	39.8
UniRef90_UPI003B832704	453	41.6
UniRef90_UPI0040573C7A	478	41.5
UniRef90_A0A8D0BPV8	478	40.4
UniRef90_A0A674ARM9	444	41.2
UniRef90_A0A3P9NUB8	433	42.1
UniRef90_A0ABD1JVP3	494	41.0
UniRef90_A0AAU9YUI3	485	41.6
UniRef90_A0A7E6E3Q4	474	39.4
UniRef90_UPI0003347A2C	487	41.7
UniRef90_UPI002FCD5B98	492	42.4
UniRef90_A0ABD0WU90	438	39.3
UniRef90_UPI003F5AA517	464	40.7
UniRef90_Q8CDQ9	500	40.8
UniRef90_H0WAZ5	478	39.6
UniRef90_UPI003B5C1856	447	40.1
UniRef90_A0A8C6BN88	473	39.8
UniRef90_UPI00308203D3	439	40.4
UniRef90_UPI0024E1C32C	439	40.6
UniRef90_A0A3B3ZLK3	451	44.5
UniRef90_A0A8C2LY45	486	41.7
UniRef90_A0A091DDR9	486	40.0
UniRef90_A0A7J8HQX8	475	39.5
UniRef90_A0A3B3QT27	441	41.5
UniRef90_A0A8C4T5S1	456	40.1
UniRef90_H0X9V0	435	42.6
UniRef90_UPI00188F5FD3	481	41.4
UniRef90_A0A099Z3P6	371	44.2
UniRef90_UPI001B7EAFA8	472	39.6
UniRef90_A0A8C0DB05	450	41.0
UniRef90_A0A8C2MHG1	463	41.6
UniRef90_A0A8C7IPP5	475	36.5
UniRef90_UPI00293BE0D6	433	42.4
UniRef90_UPI0022368723	436	39.0
UniRef90_UPI0024C46498	482	39.6
UniRef90_UPI001BE06916	381	48.1
UniRef90_A0A8C5L2N7	474	41.3
UniRef90_A0AAW0NDY2	408	40.4
UniRef90_UPI00234D1DE4	435	42.6
UniRef90_A0ABM1AUR1	486	41.4
UniRef90_A0A672N4Y9	452	40.9
UniRef90_A0A670I5T3	465	39.7
UniRef90_A0A091N6Q4	409	41.9
UniRef90_A0A8C8YHT2	479	41.4
UniRef90_UPI003F669A56	434	39.5
UniRef90_UPI0040431F14	458	43.0
UniRef90_A0A3P8UPC8	438	40.0
UniRef90_A0A3P9MW38	508	40.8
UniRef90_UPI003B684927	440	41.3
UniRef90_A0A3B1IPY0	443	44.4
UniRef90_A0A5N4DZI2	366	43.8
UniRef90_A0A979F3Z9	507	39.4
UniRef90_A0A3B4C4E7	450	41.8
UniRef90_A0A6P6IFP4	485	42.8
UniRef90_G1SPB4	497	41.6
UniRef90_A0ABD0WE96	374	47.2
UniRef90_A0A8C4QIB3	441	38.8
UniRef90_UPI00224237D3	467	42.5
UniRef90_A0A673V050	468	42.1
UniRef90_A0ACB8EIE9	473	41.7
UniRef90_A0A1U7TCW3	450	40.9
UniRef90_Q5E985	450	41.3
UniRef90_A0AAU9YSU3	462	40.6
UniRef90_UPI003D68F05C	440	41.4
UniRef90_UPI001CFC9C80	440	40.3
UniRef90_A0ACC5YK26	420	39.0
UniRef90_A0AA97JA15	478	41.2
UniRef90_A0A8C0ZKZ6	421	43.2
UniRef90_A0A8C4WRD5	410	41.8
UniRef90_UPI002930B2A3	479	40.7
UniRef90_A0AA35P0E1	479	39.5
UniRef90_A0A3M0JG71	418	41.9
UniRef90_UPI001C4DBDA0	468	44.0
UniRef90_L8Y611	434	40.6
UniRef90_W5NA58	446	39.7
UniRef90_UPI003CC961DC	438	41.9
UniRef90_UPI00108D86BE	508	39.7
UniRef90_UPI00289D3430	477	39.3
UniRef90_UPI002540D332	479	42.1
UniRef90_UPI0024590825	479	37.4
UniRef90_A0A1U7TND6	483	40.8
UniRef90_A0ABM0QKW0	486	39.5
UniRef90_A0ABM3YHQ9	475	39.1
UniRef90_A0A8C6X533	420	41.2
UniRef90_UPI0036D95760	437	40.5
UniRef90_UPI002AC869FF	449	40.5
UniRef90_A0ABM0J5H0	473	40.4
UniRef90_G1LD27	485	42.2
UniRef90_UPI003CCB1160	463	41.0
UniRef90_A0A8C6X4V0	418	38.2
UniRef90_UPI0020186F4D	471	41.5
UniRef90_A0ABN9C4H8	438	40.0
UniRef90_A0AA35JXA6	485	40.7
UniRef90_A0A4Z2B9A1	509	45.0
UniRef90_A0A8C8TJP1	462	40.9
UniRef90_A0A8C0IPF4	410	42.1
UniRef90_UPI0003291ECF	479	40.9
UniRef90_A0A4W4ER93	453	40.8
UniRef90_A0ABN9ZI20	480	40.3
UniRef90_UPI004053D01B	434	39.8
UniRef90_G3UEQ2	493	40.5
UniRef90_A0ABM0H572	450	41.0
UniRef90_I3MUD8	485	39.9
UniRef90_A0A672GNK4	418	41.2
UniRef90_UPI003F4DAB6E	434	40.7
UniRef90_A0A8C3RJH4	481	39.2
UniRef90_A0A401SPU6	414	39.8
UniRef90_UPI002E12A8A2	443	41.1
UniRef90_A0AC58LDY7	446	41.8
UniRef90_A0A8C5BWF3	497	39.1
UniRef90_UPI003F767929	441	39.6
UniRef90_A0A6J3HPQ4	488	40.4
UniRef90_A0A674IVX2	481	38.8
UniRef90_A0A8C8YHS3	429	44.0
UniRef90_UPI001CF9CD83	452	37.9
UniRef90_A0A8D2B3H1	488	40.1
UniRef90_A0A7L2RZ53	365	47.2
UniRef90_A0AAV1MZL9	410	40.2
UniRef90_A0A7J7WDI1	435	40.2
UniRef90_A0A8C6RSB4	448	41.8
UniRef90_UPI001C05374B	383	44.3
UniRef90_A0ABM1KRZ4	479	40.5
UniRef90_A0ABM1AHQ2	519	42.1
UniRef90_UPI0027151B94	480	40.8
UniRef90_A0AAV2ZUQ3	504	40.4
UniRef90_A0ACI6QAA2	448	42.2
UniRef90_A0A7K4JPU1	370	45.9
UniRef90_UPI002E0D3EB8	460	41.0
UniRef90_UPI003F6B0C37	547	40.7
UniRef90_A0A6P8P0A1	442	42.0
UniRef90_UPI003D685421	532	38.5
UniRef90_UPI0018F6A28C	446	38.8
UniRef90_A0ABN9ZE60	435	40.7
UniRef90_A0A8C0GR83	425	42.4
UniRef90_UPI00141980B7	473	39.2
UniRef90_UPI0026F11E0C	485	41.6
UniRef90_A0A8C5PHA7	451	39.4
UniRef90_A0AC58L9M9	456	42.3
UniRef90_A0A8C7A556	470	41.9
UniRef90_A0A3Q3JWN4	483	39.0
UniRef90_A0A8C3RLG7	403	42.4
UniRef90_A0A6I9I388	485	39.3
UniRef90_A0A6J1UDW1	477	40.8
UniRef90_A0A8C6YWD8	550	44.9
UniRef90_UPI000854C725	479	42.3
UniRef90_UPI003EBC226F	435	38.2
UniRef90_A0ACB8WRY4	495	40.2
UniRef90_M3Y5X1	461	41.7
UniRef90_A0A8C6YSH5	442	41.5
UniRef90_UPI0036D7CD9A	505	40.0
UniRef90_UPI00186ACB1C	436	39.6
UniRef90_A0A556U498	449	39.9
UniRef90_UPI003F507CE6	546	40.8
UniRef90_A0A8C4QVK0	440	41.1
UniRef90_A0A8C4LQ40	496	41.1
UniRef90_A0ACE2Y3Q9	559	39.7
UniRef90_UPI0024E1BA11	500	39.5
UniRef90_UPI002FD59913	463	40.4
UniRef90_F6Y428	555	40.0
UniRef90_A0A8C6X502	462	40.8
UniRef90_A0A4W4GI48	464	40.0
UniRef90_UPI0020B1C02E	478	45.7
UniRef90_A0A8C4TBF1	445	39.7
UniRef90_A0A2U3W8B3	485	40.6
UniRef90_A0A9Q0IME8	442	39.6
UniRef90_A0A8C2T016	478	40.6
UniRef90_A0A670YSF3	456	40.5
UniRef90_A0A3Q3KZI3	413	39.0
UniRef90_UPI003EB6AECD	531	42.9
UniRef90_UPI00396CED5C	483	41.1
UniRef90_A0AAV6GGI6	460	39.9
UniRef90_A0A8I3MT57	485	40.8
UniRef90_UPI001402C842	479	38.0
UniRef90_UPI003D681629	437	39.6
UniRef90_H0Y028	498	39.7
UniRef90_A0A452FDW2	475	40.5
UniRef90_A0A8X7X1M0	364	41.6
UniRef90_A0A6P7YCI6	445	41.3
UniRef90_UPI002110C840	437	38.3
UniRef90_A0A8C4Y4X2	420	41.4
UniRef90_A0A6P5LE53	438	39.1
UniRef90_Q91ZJ9	462	40.6
UniRef90_A0A8C3YB49	432	42.1
UniRef90_UPI00346304E6	470	40.1
UniRef90_A0A667GTT7	460	44.2
UniRef90_A0A8D2B7P9	451	42.3
UniRef90_A0A5F5PVP9	417	43.8
UniRef90_A0A9Q1AWV4	476	38.9
UniRef90_UPI0021E33C64	464	40.1
UniRef90_A0A8C3VN61	420	42.6
UniRef90_A0A493T079	427	43.8
UniRef90_A0A8C6YY28	454	42.7
UniRef90_UPI000775EA0B	478	43.7
UniRef90_G1KI40	468	41.4
UniRef90_UPI002FE46923	480	37.6
UniRef90_A0A3Q3JLJ4	494	37.0
UniRef90_A0A8C4JP94	437	46.0
UniRef90_Q76HN1	449	39.7
UniRef90_A0A452SSP5	462	44.1
UniRef90_A0A9F5J0F3	477	39.9
UniRef90_UPI0007044171	478	41.4
UniRef90_UPI0018F67E36	518	39.5
UniRef90_A0A8C4TM86	431	42.0
UniRef90_A0A4W2EBZ9	450	39.7
UniRef90_A0A8C5PJ58	428	44.4
UniRef90_A0A8T2J3Q7	395	43.8
UniRef90_A0A7K9EJI4	362	44.2
UniRef90_A0ABM0SBP6	494	39.2
UniRef90_UPI003464E7CB	432	40.4
UniRef90_UPI00352B35F1	481	41.5
UniRef90_A0A8C3IVA9	570	42.1
UniRef90_A0A8S4B879	429	38.8
UniRef90_A0A8D2FKR2	432	42.6
UniRef90_A0A8C7EIM1	468	44.2
UniRef90_UPI003119F946	445	41.5
UniRef90_A0ABV0RNM7	446	39.6
UniRef90_A0A8C9I5C3	485	39.6
UniRef90_UPI0022434780	522	39.5
UniRef90_UPI001AACBB34	439	39.9
UniRef90_UPI001890BD2E	394	46.5
UniRef90_UPI003C6D7991	477	39.2
UniRef90_UPI002302B8C7	466	42.0
UniRef90_UPI0040541AAB	530	41.0
UniRef90_UPI001CC81F26	470	39.4
UniRef90_A0A8B9YJS8	482	41.5
UniRef90_UPI00020E4F48	483	39.6
UniRef90_UPI0014868070	463	39.1
UniRef90_UPI001CC5923D	618	39.3
UniRef90_G1U509	480	40.4
UniRef90_A0A7L2YA27	364	43.8
UniRef90_UPI003EBE6156	426	38.2
UniRef90_UPI0010A7A4D2	419	40.7
UniRef90_UPI002236AFBD	398	42.4
UniRef90_A0A4W3JZL8	447	37.0
UniRef90_A0A8C8WWL3	476	41.8
UniRef90_UPI00186ACB98	449	41.3
UniRef90_H2UB25	487	36.4
UniRef90_A0ABM5FKI8	476	39.3
UniRef90_UPI0031195E35	443	39.0
UniRef90_A0A3B4EK64	469	46.1
UniRef90_U3K2B6	470	42.1
UniRef90_A0A1V4K8I1	549	42.3
UniRef90_A0A6P6DGH6	489	39.6
UniRef90_A0A8C0IQ45	442	40.3
UniRef90_A0A7L2SEB9	378	41.3
UniRef90_A0A8D2NT83	449	41.4
UniRef90_UPI0012616865	522	39.8
UniRef90_A0ACM8KYD1	478	37.8
UniRef90_UPI001129472C	463	40.1
UniRef90_A0A8C4XIY7	500	42.4
UniRef90_A0A7L2QRA6	407	40.1
UniRef90_A0A8T2MWF6	443	38.3
UniRef90_A0A663MCP7	477	41.8
UniRef90_A0ABQ0F6D3	503	39.8
UniRef90_A0AAX6R3V8	485	38.5
UniRef90_A0A3Q2YTV4	415	44.0
UniRef90_A0A087QTF1	395	41.3
UniRef90_A0A4X2LKG0	482	39.8
UniRef90_UPI0011772389	481	41.1
UniRef90_A0A8C4WR79	423	41.3
UniRef90_UPI00240796B8	473	38.6
UniRef90_UPI001CDCF2F0	383	47.7
UniRef90_UPI002FE01C83	446	41.9
UniRef90_A0A3P8X6C5	410	41.1
UniRef90_A0A7N4NHD7	485	36.9
UniRef90_A0A8T2IYQ9	415	43.6
UniRef90_A0A8C4TNN6	427	38.8
UniRef90_A0A8C5TA74	441	41.3
UniRef90_UPI003A5CC056	446	40.5
UniRef90_A0A9B0WJX4	496	37.4
UniRef90_A0A8T0AQ26	391	41.6
UniRef90_UPI0034541D19	455	42.8
UniRef90_A0AAV1MZU4	373	44.2
UniRef90_A0A3Q2UZA2	435	39.9
UniRef90_UPI0021106465	450	45.2
UniRef90_A0A3M0JMN3	562	41.6
UniRef90_A0A3Q1GPT9	377	43.3
UniRef90_A0A6J0HLV2	446	42.4
UniRef90_UPI000523179B	412	38.7
UniRef90_A0A4W2ELP4	440	37.9
UniRef90_A0A2I0TPP3	444	39.1
UniRef90_A0A7M4FC43	481	37.1
UniRef90_A0A9J7ME63	411	40.9
UniRef90_UPI000521A020	496	39.4
UniRef90_A0A6P3VQ15	461	41.6
UniRef90_UPI00360525BE	451	39.6
UniRef90_UPI0035BFA9B3	478	47.4
UniRef90_A0A4W3KAN9	493	35.3
UniRef90_A0A8C5TBE6	454	41.8
UniRef90_UPI001C67B12C	491	41.0
UniRef90_UPI004055D915	433	44.4
UniRef90_UPI0018860BA1	459	44.8
UniRef90_A0A4X2LN85	497	39.3
UniRef90_A0AAD1W0D5	357	49.3
UniRef90_A0A8C3VNE3	417	40.8
UniRef90_A0A8C0LBS1	385	42.6
UniRef90_A0A4W3KKM9	488	35.0
UniRef90_UPI003D6883DD	418	42.1
UniRef90_A0A8X7X374	430	44.8
UniRef90_A0ABC9XAB3	445	41.3
UniRef90_UPI000D6234BE	481	45.8
UniRef90_A0A6P4ZKN1	458	40.9
UniRef90_UPI0003C107E0	414	43.6
UniRef90_A0A8C3VGW1	464	41.0
UniRef90_A0A8M1FRJ7	375	42.9
UniRef90_A0A667X4G0	493	37.9
UniRef90_UPI00189E013A	401	43.3
UniRef90_A0A8C6Z9N2	439	41.4
